t,idx,x,y,yaw,v,delta_actual,e_psi,e_y,a_cmd,delta_cmd,v_cmd
1761408396.235824,0.0,17.49234388917774,13.443079774138809,-1.571770191192627,8.051212434596175e-05,0.0,-0.004399895668029785,-0.006936769874861209,2.5571971660954906,0.006004298973689481,8.051212434596175e-05
1761408396.3045723,0.0,17.492343996942353,13.443079772933691,-1.5717828273773193,0.000104851704145179,0.344020990127139,-0.004387464974510813,-0.006936592753282078,1.58997360519649,0.008552448221362106,0.06840810872402593
1761408396.3827875,0.0,17.492343351304427,13.443079962812893,-1.5717853307724,0.000104851704145179,0.49001918758821633,-0.004385048790927826,-0.0069372176449489,2.063072339384833,0.008547688107419474,0.08591880070404985
1761408396.4504635,0.0,17.492343518435597,13.443079199343,-1.5717737674713135,8.958569992503662e-05,0.4897464531493021,-0.004396569336433842,-0.006937068305387063,2.144596888075019,0.008570653715556605,0.1074098300198031
1761408396.5126085,0.0,17.492343289315624,13.443041243692452,-1.5717463493347168,-1.4670276542827517e-05,0.491062285569511,-0.004423696485403195,-0.006937244189780639,1.9907426156998813,0.008624793474252377,0.09362888455218565
1761408396.5926414,0.0,17.4923434662223,13.442919173578366,-1.5717623233795166,-1.4670276542827517e-05,0.4941642652466355,-0.004407722181342777,-0.006936411338300952,2.086705730880722,0.008592910074813082,0.07847042505293715
1761408396.659713,0.0,17.492342291057327,13.44264375283918,-1.571766972541809,8.958569992503662e-05,0.49233748102223407,-0.004403365588360408,-0.0069359552581811455,2.0614159059617645,0.008584208653660243,0.09549516294215445
1761408396.7219315,0.0,17.49234175723782,13.442171683441515,-1.5718088150024414,0.00010599711705362722,0.49183892631441056,-0.004361568857317533,-0.006933929332069822,2.061383140670505,0.008506802483892037,0.08910224548049027
1761408396.8024566,0.0,17.492340022503374,13.441496671044707,-1.5718390941619873,0.00013311667097587227,0.4874038794784192,-0.004331362322040455,-0.006931999127170024,2.0615283801292206,0.008445627583906243,0.07483229994716162
1761408396.8805828,0.0,17.492338661608024,13.44060898690563,-1.5718994140625,0.00015307141174421534,0.4838988158970983,-0.0042710947729318605,-0.006928563614473842,2.0616560459965494,0.008329550716872778,0.07286074845846367
1761408396.949453,0.0,17.492336236650196,13.439583400875932,-1.5719331502914429,0.00015307141174421534,0.4772481013169795,-0.004237352744089762,-0.006925479638514851,2.0617684930551983,0.008258917664647272,0.08960295694251509
1761408397.0133045,0.0,17.492334812572597,13.43847236399217,-1.571990966796875,0.00015307141174421534,0.4732011255303309,-0.004179532709410516,-0.006920935665567706,2.061867895723756,0.008146530322588852,0.08927741424116746
1761408397.0767887,0.0,17.492332306074335,13.437322416875892,-1.5720351934432983,0.00018963563286796751,0.4667618051596903,-0.004135397674875918,-0.006917215164002853,2.0619512053242515,0.008056840353923568,0.07751260918953679
1761408397.1488712,0.0,17.492330974740703,13.436135466491475,-1.5720813274383545,0.005014841639170932,0.46162294849050894,-0.00410194750095938,-0.006905644791263399,2.061467744687874,0.007988206738693552,0.06854463328293588
