t,idx,x,y,yaw,v,delta_actual,e_psi,e_y,a_cmd,ddelta_cmd,v_cmd,delta_cmd
1762024602.541463,104.0,0.4060401998840117,5.524246380864213,-1.572957992553711,8.268720447870224e-05,0.0,0.0022125244140625,-0.003972048101280555,3.4999999999999947,-0.21232765170816584,0.1,0.0
1762024602.5539105,104.0,0.4060401998840117,5.524246380864213,-1.5730061531066895,8.459397304822714e-05,0.0,0.0022606849670410156,-0.003972048101280555,4.549999999830034,-0.0880360015475553,0.25737853355389106,-0.004978270255815783
1762024602.5758412,104.0,0.4060361133882776,5.5242445676791885,-1.5730061531066895,8.459397304822714e-05,0.0,0.0022606849670410156,-0.003976134687799092,4.770499938630991,-0.053761404591971255,0.1,-0.0006168911171442014
1762024602.595807,104.0,0.4060361133882776,5.5242445676791885,-1.5730061531066895,8.459397304822714e-05,0.0,0.0022606849670410156,-0.003976134687799092,1.7347322619470837,-0.013071050938443886,0.1,-0.00016463219618227806
1762024602.615894,104.0,0.4060361133882776,5.5242445676791885,-1.5730910301208496,8.268720447870224e-05,0.0,0.002345561981201172,-0.003976134687799092,0.4160876006530485,-0.005593079391090221,0.1,-6.486248365927206e-05
1762024602.6367757,104.0,0.40603085196508,5.523971719638412,-1.5730910301208496,8.268720447870224e-05,-0.0353452574314732,0.002345561981201172,-0.003981409794596009,0.2524786259943377,-0.0025450829538555086,0.1,-2.732398162176932e-05
1762024602.6575923,104.0,0.40603085196508,5.523971719638412,-1.5730910301208496,8.268720447870224e-05,-0.0353452574314732,0.002345561981201172,-0.003981409794596009,0.0904011510254617,-0.0006450885836570177,0.1,-0.0006238766094645287
1762024602.6770916,104.0,0.40603085196508,5.523971719638412,-1.5730910301208496,8.268720447870224e-05,-0.0353452574314732,0.002345561981201172,-0.003981409794596009,0.039615495897571226,-0.00037362800612261455,0.1,-0.0006209328484764547
1762024602.69755,104.0,0.4060234514504802,5.523020141685427,-1.5731065273284912,8.268720447870224e-05,-0.0353452574314732,0.0023610591888427734,-0.003988858381405025,0.01868269923165176,-0.00014500061677527097,0.1,-0.0006182894039509539
1762024602.7178502,104.0,0.4060234514504802,5.523020141685427,-1.5731065273284912,8.268720447870224e-05,-0.0037163465624125563,0.0023610591888427734,-0.003988858381405025,0.01856068466207479,-0.00018126279331532672,0.1,-6.657696537933946e-05
1762024602.7387047,104.0,0.4060234514504802,5.523020141685427,-1.5731065273284912,8.459397304822714e-05,-0.0037163465624125563,0.0023610591888427734,-0.003988858381405025,0.018988540709795654,-0.00018544198120220984,0.1,-6.65449138576286e-05
1762024602.7593749,104.0,0.40601525199528804,5.521515241970446,-1.5731236934661865,8.459397304822714e-05,-0.0037163465624125563,0.002378225326538086,-0.0039971349830452835,0.018988536049697448,-0.00018668248749161804,0.1,-6.658972786762871e-05
1762024602.7800295,104.0,0.40601525199528804,5.521515241970446,-1.5731236934661865,8.459397304822714e-05,-0.0015655488264204086,0.002378225326538086,-0.0039971349830452835,0.018988535110644723,-0.00018812519253842222,0.1,-2.9060941128338933e-05
1762024602.8008647,104.0,0.40601525199528804,5.521515241970446,-1.5731236934661865,8.459397304822714e-05,-0.0015655488264204086,0.002378225326538086,-0.0039971349830452835,0.01898853510786886,-0.00018812520123866246,0.1,-2.90556037560307e-05
1762024602.8218725,104.0,0.40600566160613055,5.519321026493168,-1.573136806488037,8.459397304822714e-05,-0.0015655488264204086,0.002391338348388672,-0.004006840362174494,0.018988534174587304,-0.00018906666924793671,0.1,-2.9089242278702738e-05
1762024602.8419797,104.0,0.40600566160613055,5.519321026493168,-1.573136806488037,8.459397304822714e-05,-0.035745496659249004,0.002391338348388672,-0.004006840362174494,0.018988549725868917,-0.00016613333767127975,0.1,-0.0006254692191659445
1762024602.8628898,104.0,0.40600566160613055,5.519321026493168,-1.573136806488037,8.75431809267576e-05,-0.035745496659249004,0.002391338348388672,-0.004006840362174494,0.019650305594695428,-0.0001719240623595265,0.1,-0.0006254280768260524
1762024602.8844385,105.0,0.4059945119595495,5.516250670523229,-1.5731706619262695,8.75431809267576e-05,-0.035745496659249004,0.002431631088256836,-0.004018156037254327,0.019650289312164303,-0.00017500711150474698,0.1,-0.0006254932842554745
1762024602.904322,105.0,0.4059945119595495,5.516250670523229,-1.5731706619262695,8.75431809267576e-05,-0.03542537336404895,0.002431631088256836,-0.004018156037254327,0.019650289310350445,-0.00017532528002028375,0.1,-0.0006200628448675257
1762024602.9250164,105.0,0.4059945119595495,5.516250670523229,-1.5731706619262695,8.75431809267576e-05,-0.03542537336404895,0.002431631088256836,-0.004018156037254327,0.0196502893199146,-0.0001753252818759654,0.1,-0.0006199261144544971
1762024602.9459097,105.0,0.40598265730982536,5.512544023591049,-1.5731940269470215,8.75431809267576e-05,-0.03542537336404895,0.002454996109008789,-0.004030219348732702,0.01965028785309541,-0.00017707114531966895,0.1,-0.0006199452411200595
1762024602.966186,105.0,0.40598265730982536,5.512544023591049,-1.5731940269470215,8.75431809267576e-05,-0.003812742712103745,0.002454996109008789,-0.004030219348732702,0.01965027450187204,-0.0001990203049883548,0.1,-6.845103336438996e-05
1762024602.9868002,105.0,0.40598265730982536,5.512544023591049,-1.5731940269470215,0.00010028856966464385,-0.003812742712103745,0.002454996109008789,-0.004030219348732702,0.022510066220710317,-0.00022798984826347146,0.1,-6.864043116882137e-05
1762024603.0078804,105.0,0.40597091567057986,5.508680020462657,-1.5732020139694214,0.00010028856966464385,-0.003812742712103745,0.0024629831314086914,-0.004042188458988714,0.022509906927455733,-0.00022865554979241098,0.1,-6.863183056695708e-05
1762024603.0280287,105.0,0.40597091567057986,5.508680020462657,-1.5732020139694214,0.00010028856966464385,-0.0016647634664250215,0.0024629831314086914,-0.004042188458988714,0.022509905757568067,-0.00023036341397283258,0.1,-3.125350908200727e-05
1762024603.0491712,105.0,0.40597091567057986,5.508680020462657,-1.5732020139694214,0.0001139174125519222,-0.0016647634664250215,0.0024629831314086914,-0.004042188458988714,0.02556758804287041,-0.0002616617673553826,0.1,-3.141980911583937e-05
1762024603.0705547,106.0,0.40595854484459293,5.504493198492915,-1.5732272863388062,0.0001139174125519222,-0.0016647634664250215,0.002495288848876953,-0.0040548176988254555,0.02556739693358339,-0.00026488238291916966,0.1,-3.157704569739469e-05
1762024603.0903635,106.0,0.40595854484459293,5.504493198492915,-1.5732272863388062,0.0001139174125519222,-0.03583438919111661,0.002495288848876953,-0.0040548176988254555,0.02556741892169598,-0.00023413395412720913,0.1,-0.0006278065356877497
1762024603.111403,106.0,0.40595854484459293,5.504493198492915,-1.5732272863388062,0.0001139174125519222,-0.03583438919111661,0.002495288848876953,-0.0040548176988254555,0.025567417563536903,-0.00023413384175792384,0.1,-0.0006275981515508075
1762024603.1321282,106.0,0.40594585191493254,5.500290259290906,-1.5732537508010864,0.0001139174125519222,-0.03583438919111661,0.0025217533111572266,-0.004067783035850302,0.02556741535618677,-0.0002367085996197818,0.1,-0.0006276941970474604
1762024603.1523235,106.0,0.40594585191493254,5.500290259290906,-1.5732537508010864,0.0001139174125519222,-0.035519149968186704,0.0025217533111572266,-0.004067783035850302,0.02556741522636906,-0.00023699261572812492,0.1,-0.0006222067629121755
1762024603.1728942,106.0,0.40594585191493254,5.500290259290906,-1.5732537508010864,0.00012344224230175242,-0.035519149968186704,0.0025217533111572266,-0.004067783035850302,0.027704094715270345,-0.0002568028164936,0.1,-0.0006222793573887078
