t,idx,x,y,yaw,v,delta_actual,e_psi,e_y,a_cmd,delta_cmd,v_cmd
1763137654.701514,104.0,0.40614683690805614,5.524280071575327,-1.5722301006317139,7.650503722450762e-05,0.0,0.0014846324920654297,-0.0038654093907293393,3.3541611074697215,-0.0025065036562188516,0.01
1763137654.731376,104.0,0.40614683690805614,5.524280071575327,-1.572266697883606,7.57048509821164e-05,0.0,0.0015212297439575195,-0.0038654093907293393,-0.027466715912618955,-0.002821218152353276,0.01
1763137654.752612,104.0,0.4061421424455989,5.524279021620149,-1.572266697883606,7.57048509821164e-05,-0.14361208083545002,0.0015212297439575195,-0.0038701039057356533,0.006758016204518248,-0.0028172387610404396,0.01
1763137654.76576,104.0,0.4061421424455989,5.524279021620149,-1.572266697883606,7.57048509821164e-05,-0.14361208083545002,0.0015212297439575195,-0.0038701039057356533,0.006775793535281676,-0.002817234946323154,0.01
1763137654.793448,104.0,0.4061421424455989,5.524279021620149,-1.5722967386245728,7.57048509821164e-05,-0.14361208083545002,0.0015512704849243164,-0.0038701039057356533,0.006775812268772836,-0.0028773002537790483,0.01
1763137654.80692,104.0,0.4061373974383991,5.524239729340878,-1.5722967386245728,7.57048509821164e-05,-0.1616438932155388,0.0015512704849243164,-0.003874850879933813,0.00677581225083659,-0.0028767355140632655,0.01
1763137654.836002,104.0,0.4061373974383991,5.524239729340878,-1.5722967386245728,7.57048509821164e-05,-0.1616438932155388,0.0015512704849243164,-0.003874850879933813,0.006775812250835839,-0.0028767340875933754,0.01
1763137654.859836,104.0,0.4061373974383991,5.524239729340878,-1.5722967386245728,7.650503722450762e-05,-0.1616438932155388,0.0015512704849243164,-0.003874850879933813,0.006847392089803021,-0.0028767341212590125,0.01
1763137654.8734124,104.0,0.4061322778755884,5.524115560030639,-1.5723212957382202,7.650503722450762e-05,-0.1616438932155388,0.0015758275985717773,-0.003879976664801739,0.006847391586277787,-0.002925225421578896,0.01
1763137654.901995,104.0,0.4061322778755884,5.524115560030639,-1.5723212957382202,7.650503722450762e-05,-0.16141589088828223,0.0015758275985717773,-0.003879976664801739,0.006847391586272156,-0.0029252237811520864,0.01
1763137654.9263966,104.0,0.4061322778755884,5.524115560030639,-1.5723212957382202,7.787642333686629e-05,-0.16141589088828223,0.0015758275985717773,-0.003879976664801739,0.006970066098920679,-0.0029252238183728476,0.01
1763137654.9428225,104.0,0.4061275118874878,5.52388887069202,-1.5723530054092407,7.787642333686629e-05,-0.16141589088828223,0.0016075372695922852,-0.00388475403595465,0.006970064738677995,-0.0029880578012540797,0.01
