t,idx,x,y,yaw,v,delta_actual,e_psi,e_y,a_cmd,ddelta_cmd,v_cmd,delta_cmd
1763120307.9479005,104.0,0.405949952931086,5.524197903832185,-1.5736079216003418,8.749517672388366e-05,0.0,0.0028624534606933594,-0.004062297482079578,3.4999999999930607,-0.13916386309045825,0.1,0.0
1763120307.9684522,104.0,0.405949952931086,5.524197903832185,-1.5736079216003418,8.749517672388366e-05,0.0,0.0028624534606933594,-0.004062297482079578,4.549999999997836,-0.07157605714328351,0.1,-0.0009663261918534212
1763120307.9830372,104.0,0.405949952931086,5.524197903832185,-1.5736079216003418,8.638291971273403e-05,0.0,0.0028624534606933594,-0.004062297482079578,4.521730354975531,-0.040996863780126555,0.1,-0.0005324416543709835
1763120308.009289,104.0,0.40594445213520647,5.524090518345572,-1.573630452156067,8.638291971273403e-05,0.0,0.002884984016418457,-0.004067803661131439,1.7658403916621506,-0.00959754916001936,0.1,-6.458082912998828e-05
1763120308.02143,104.0,0.40594445213520647,5.524090518345572,-1.573630452156067,8.638291971273403e-05,-0.055366412426150105,0.002884984016418457,-0.004067803661131439,0.35932398894194467,-0.0021708944649274074,0.1,-0.0009926519434369026
1763120308.0498772,104.0,0.40594445213520647,5.524090518345572,-1.573630452156067,8.772745309963576e-05,-0.055366412426150105,0.002884984016418457,-0.004067803661131439,0.23891230398984573,-0.0013561972563115449,0.1,-0.0009710266235615189
1763120308.0717194,104.0,0.4059375894921146,5.523397481278649,-1.5736753940582275,8.772745309963576e-05,-0.055366412426150105,0.0029299259185791016,-0.004074701211933947,0.13126448385507405,-0.0007581630053436882,0.1,-0.0009747779940215175
1763120308.0917773,104.0,0.4059375894921146,5.523397481278649,-1.5736753940582275,8.772745309963576e-05,-0.0037002089466038543,0.0029299259185791016,-0.004074701211933947,0.05052284432951029,-0.00043328170898573935,0.1,-6.975793267983337e-05
1763120308.1131153,104.0,0.4059375894921146,5.523397481278649,-1.5736753940582275,8.772745309963576e-05,-0.0037002089466038543,0.0029299259185791016,-0.004074701211933947,0.01571314076929914,-7.112062494226312e-05,0.1,-6.538604141708844e-05
1763120308.1372788,104.0,0.40592954000160075,5.521899447925183,-1.5736889839172363,8.772745309963576e-05,-0.0037002089466038543,0.0029435157775878906,-0.004082827149319774,0.015754239412737042,-0.00011583971569026168,0.1,-6.585052709404346e-05
1763120308.1540577,104.0,0.40592954000160075,5.521899447925183,-1.5736889839172363,8.772745309963576e-05,-0.05563572732491357,0.0029435157775878906,-0.004082827149319774,0.01575426747101961,-9.161696928025214e-05,0.1,-0.0009723234754547383
1763120308.1745377,104.0,0.40592954000160075,5.521899447925183,-1.5736889839172363,8.772745309963576e-05,-0.05563572732491357,0.0029435157775878906,-0.004082827149319774,0.015754265651018645,-9.161696708299467e-05,0.1,-0.0009719563569778189
1763120308.1959019,104.0,0.40591873987599164,5.519506677384176,-1.5737179517745972,8.772745309963576e-05,-0.05563572732491357,0.0029724836349487305,-0.004093752246369139,0.01575426390829453,-9.29552399390612e-05,0.1,-0.0009719446063766691
1763120308.2171924,104.0,0.40591873987599164,5.519506677384176,-1.5737179517745972,8.772745309963576e-05,-0.055850665019661544,0.0029724836349487305,-0.004093752246369139,0.015754263787998365,-9.285498979864147e-05,0.1,-0.0009757366290580481
1763120308.239162,104.0,0.40591873987599164,5.519506677384176,-1.5737179517745972,8.897087630339414e-05,-0.055850665019661544,0.0029724836349487305,-0.004093752246369139,0.01597748925624086,-9.41708709723353e-05,0.1,-0.0009757945121812103
1763120308.2603638,104.0,0.40591873987599164,5.519506677384176,-1.5737345218658447,8.897087630339414e-05,-0.055850665019661544,0.002989053726196289,-0.004093752246369139,0.015977487261249836,-9.498462233960853e-05,0.1,-0.0009759093478201076
1763120308.2810543,105.0,0.4059056564159519,5.516014034479353,-1.5737345218658447,8.897087630339414e-05,-0.003996835130112175,0.0029954910278320312,-0.004107024629863,0.015977481808126904,-9.517225349940058e-05,0.1,-0.0009759446886049761
1763120308.2939122,105.0,0.4059056564159519,5.516014034479353,-1.5737345218658447,8.897087630339414e-05,-0.003996835130112175,0.0029954910278320312,-0.004107024629863,0.015977459761747127,-0.00011969950698665778,0.1,-7.115138623676147e-05
1763120308.3240268,105.0,0.4059056564159519,5.516014034479353,-1.573737621307373,9.016712918355734e-05,-0.003996835130112175,0.0029985904693603516,-0.004107024629863,0.01619221247831439,-0.0001214607614206371,0.1,-7.017933680318573e-05
1763120308.3454556,105.0,0.40589015872968554,5.511489802284429,-1.573737621307373,9.016712918355734e-05,-0.0037463442122667684,0.0029985904693603516,-0.004122778965716389,0.01619221104832846,-0.00012136731532755227,0.1,-7.130286655507312e-05
1763120308.3644166,105.0,0.40589015872968554,5.511489802284429,-1.573737621307373,9.016712918355734e-05,-0.0037463442122667684,0.0029985904693603516,-0.004122778965716389,0.01619221094768467,-0.00012148739152250751,0.1,-6.701766045372822e-05
1763120308.3848543,105.0,0.40589015872968554,5.511489802284429,-1.5737662315368652,9.086228469980571e-05,-0.0037463442122667684,0.003027200698852539,-0.004122778965716389,0.01631700442220927,-0.00012384775618753168,0.1,-6.682022677079304e-05
1763120308.4069433,106.0,0.4058737493310064,5.5066763208446226,-1.5737662315368652,9.086228469980571e-05,-0.003772957281200568,0.003034234046936035,-0.004139476889764001,0.016316998128451103,-0.00012405948488037404,0.1,-6.677683260403151e-05
1763120308.4267535,106.0,0.4058737493310064,5.5066763208446226,-1.5737662315368652,9.086228469980571e-05,-0.003772957281200568,0.003034234046936035,-0.004139476889764001,0.01631699803534527,-0.00012404662830565202,0.1,-6.736719331393846e-05
1763120308.4464688,106.0,0.4058737493310064,5.5066763208446226,-1.573786973953247,9.086228469980571e-05,-0.003772957281200568,0.003054976463317871,-0.004139476889764001,0.016316996685865746,-0.0001250869133987917,0.1,-6.721976269736771e-05
1763120308.47021,106.0,0.40585569961236095,5.501715210530237,-1.573786973953247,9.086228469980571e-05,-0.05568832386588722,0.003054976463317871,-0.0041578414901020586,0.01631699608233075,-0.00012497472959666816,0.1,-6.708465993829232e-05
1763120308.4891846,106.0,0.40585569961236095,5.501715210530237,-1.573786973953247,9.086228469980571e-05,-0.05568832386588722,0.003054976463317871,-0.0041578414901020586,0.016317023007533366,-9.989654566789132e-05,0.1,-0.0009732190405288295
1763120308.5101585,106.0,0.40585569961236095,5.501715210530237,-1.5738301277160645,9.970586785810883e-05,-0.05568832386588722,0.003098130226135254,-0.0041578414901020586,0.017904624874155256,-0.00011178203585839215,0.1,-0.0009731638323975893
1763120308.529663,107.0,0.40583777816261746,5.496638323970738,-1.5738301277160645,9.970586785810883e-05,-0.05590890722001035,0.0031059980392456055,-0.004176104471379975,0.01790456603914341,-0.0001122483391875349,0.1,-0.0009731803993851546
1763120308.5508327,107.0,0.40583777816261746,5.496638323970738,-1.5738301277160645,9.970586785810883e-05,-0.05590890722001035,0.0031059980392456055,-0.004176104471379975,0.017904566021552236,-0.00011213141281777903,0.1,-0.0009768849472250249
1763120308.5650334,107.0,0.40583777816261746,5.496638323970738,-1.5738394260406494,0.00010496792313672806,-0.05590890722001035,0.0031152963638305664,-0.004176104471379975,0.018849152106529963,-0.00011855983552581336,0.1,-0.0009769881937299058
