s,x0,x1,x2,x3,x4,x5,u0,u1
2.999700726187192856e+00,1.556765425213940679e-02,4.850871961115655467e-03,2.443221226618758735e+00,3.943925035598867535e+00,-2.320150920925365123e-01,6.000000238418579102e-01,-1.287908067170674790e-16,-3.113888183285284383e-01
3.002700445836371301e+00,1.802741664432727653e-02,4.891470319613233642e-03,2.446139604118567679e+00,3.943230007597467335e+00,-2.355855522073272978e-01,6.000000238418579102e-01,-1.287908067170674790e-16,-3.113888183285284383e-01
3.005602229894451138e+00,2.030007793934118787e-02,4.943756708787963756e-03,2.449055481451902772e+00,3.942524564097911632e+00,-2.391560123221180278e-01,6.000000238418579102e-01,-1.287908067170674790e-16,-3.113888183285284383e-01
3.008601129167220556e+00,2.278543888267264839e-02,5.022786844716789142e-03,2.451968821446658175e+00,3.941808714093315569e+00,-2.427264724369088134e-01,6.000000238418579102e-01,-2.943494405613905388e-16,-3.317651646372050123e-01
3.011601270810482234e+00,1.401552745952408530e-02,5.057524337055892619e-03,2.454871319156654685e+00,3.941050099009502095e+00,-2.575547136964726480e-01,6.000000238418579102e-01,-2.943494405613905388e-16,-3.317651646372050123e-01
3.014499784421376116e+00,1.605506772154755013e-02,5.083911541268936775e-03,2.457770901949067444e+00,3.940280417626157217e+00,-2.613693061025569309e-01,6.000000238418579102e-01,-2.943494405613905388e-16,-3.317651646372050123e-01
3.017498838656790028e+00,1.832401778578038321e-02,5.155812683414441426e-03,2.460667527631784424e+00,3.939499681142990095e+00,-2.651838985086412692e-01,6.000000238418579102e-01,-2.943494405613905388e-16,-3.317651646372050123e-01
3.020498718331432908e+00,2.059464224274229482e-02,5.216085966464460190e-03,2.463561154055722735e+00,3.938707900920574101e+00,-2.689984909147255521e-01,6.000000238418579102e-01,-1.117660648601344027e-16,-3.521009875746800577e-01
3.023498590950566278e+00,1.151495865686533171e-02,5.231043851245729612e-03,2.466442543347576510e+00,3.937872685918499815e+00,-2.841633770516394653e-01,6.000000238418579102e-01,-1.117660648601344027e-16,-3.521009875746800577e-01
3.026393121761016047e+00,1.334590006358912784e-02,5.278192886899720458e-03,2.469320517697240813e+00,3.937025778607411652e+00,-2.882236495672542143e-01,6.000000238418579102e-01,-1.117660648601344027e-16,-3.521009875746800577e-01
3.029392309093597468e+00,1.539698840178818640e-02,5.329252352766582906e-03,2.472195029659034482e+00,3.936167192949246108e+00,-2.922839220828689633e-01,6.000000238418579102e-01,-1.117660648601344027e-16,-3.521009875746800577e-01
3.032392124024388735e+00,1.744935557945401228e-02,5.367934158365547659e-03,2.475066031844356029e+00,3.935296943098466116e+00,-2.963441945984837123e-01,6.000000238418579102e-01,-2.543914331150050499e-16,-3.704312789514427884e-01
3.035283958425745610e+00,8.956094664875319245e-03,5.388540641820228731e-03,2.477924309885388698e+00,3.934385771548409849e+00,-3.107407388355560296e-01,6.000000238418579102e-01,-2.543914331150050499e-16,-3.704312789514427884e-01
3.038283529216338152e+00,1.081192387581822456e-02,5.432131602042930898e-03,2.480778658640256484e+00,3.933462364737159156e+00,-3.150243172742050457e-01,6.000000238418579102e-01,-2.543914331150050499e-16,-3.704312789514427884e-01
3.041283998411040912e+00,1.266959190619507125e-02,5.462668329970350040e-03,2.483629025734468421e+00,3.932526739608320998e+00,-3.193078957128541173e-01,6.000000238418579102e-01,-2.543914331150050499e-16,-3.704312789514427884e-01
3.044172730198634547e+00,1.430041252470945490e-02,5.485418810712366748e-03,2.486475358866592433e+00,3.931578913329695002e+00,-3.235914741515031334e-01,6.000000238418579102e-01,-3.743076035679575761e-16,-3.873835092910301592e-01
3.047172498809101349e+00,6.530384521659354791e-03,5.522673521456009961e-03,2.489308308295112404e+00,3.930591804866139238e+00,-3.375288697566440899e-01,6.000000238418579102e-01,-3.743076035679575761e-16,-3.873835092910301592e-01
3.050172406392222868e+00,8.206283990923907146e-03,5.546245291841405203e-03,2.492136795311759911e+00,3.929591981491721064e+00,-3.420206236099878616e-01,6.000000238418579102e-01,-3.743076035679575761e-16,-3.873835092910301592e-01
3.053172386611875400e+00,9.882332797104736999e-03,5.556130811999972739e-03,2.494960762849493641e+00,3.928579463378696346e+00,-3.465123774633317444e-01,6.000000238418579102e-01,-3.743076035679575761e-16,-3.873835092910301592e-01
3.056059176430149904e+00,1.134591111357116655e-02,5.599201447924176747e-03,2.497780153932457115e+00,3.927554270955446736e+00,-3.510041313166755161e-01,6.000000238418579102e-01,-3.196952835388572464e-16,-4.041457328636298141e-01
3.059059596086319388e+00,3.409920475189898159e-03,5.614678477044677748e-03,2.500584886225215797e+00,3.926489629739332354e+00,-3.651360998973880445e-01,6.000000238418579102e-01,-3.196952835388572464e-16,-4.041457328636298141e-01
3.062059510322781453e+00,4.905610060600251732e-03,5.615841574412121923e-03,2.503384584558598025e+00,3.925411820203676072e+00,-3.698353445438556375e-01,6.000000238418579102e-01,-3.196952835388572464e-16,-4.041457328636298141e-01
3.064944678299878600e+00,6.175777118573477775e-03,5.629736055951513156e-03,2.506179187107258510e+00,3.924320866149595410e+00,-3.745345891903232305e-01,6.000000238418579102e-01,-3.196952835388572464e-16,-4.041457328636298141e-01
3.067944384956047266e+00,7.698443428547141476e-03,5.664264437482992992e-03,2.508968632158381062e+00,3.923216791668475700e+00,-3.792338338367908235e-01,6.000000238418579102e-01,-2.462206326109155886e-16,-4.202747701161618776e-01
3.070944895575836053e+00,-1.468923653940579221e-04,5.656669920351820383e-03,2.511742383346450946e+00,3.922073862514665610e+00,-3.933027481469159592e-01,6.000000238418579102e-01,-2.462206326109155886e-16,-4.202747701161618776e-01
3.073829198178375410e+00,9.376543211134791278e-04,5.641048128363996585e-03,2.514510500303354767e+00,3.920917354314586767e+00,-3.982032685990498644e-01,6.000000238418579102e-01,-2.462206326109155886e-16,-4.202747701161618776e-01
3.076829067059579259e+00,2.286948346058192971e-03,5.665813413153340979e-03,2.517272916552617534e+00,3.919747294841844809e+00,-4.031037890511837696e-01,6.000000238418579102e-01,-2.462206326109155886e-16,-4.202747701161618776e-01
3.079829203660016113e+00,3.636800127226169632e-03,5.675657386252480271e-03,2.520029565754668965e+00,3.918563712195478832e+00,-4.080043095033176748e-01,6.000000238418579102e-01,-3.425654253754256579e-16,-4.383683834256638101e-01
3.082828951690323116e+00,-5.640252950132818022e-03,5.639044065750865864e-03,2.522767645764400601e+00,3.917337784444343995e+00,-4.235309252815220304e-01,6.000000238418579102e-01,-3.425654253754256579e-16,-4.383683834256638101e-01
3.085712916547954876e+00,-4.739325799437865694e-03,5.635891330781281350e-03,2.525499402874421317e+00,3.916097831186132083e+00,-4.286592229004357324e-01,6.000000238418579102e-01,-3.425654253754256579e-16,-4.383683834256638101e-01
3.088713240337640720e+00,-3.589592237730365731e-03,5.630561648385516357e-03,2.528224765241215088e+00,3.914843885030843573e+00,-4.337875205193494343e-01,6.000000238418579102e-01,-3.425654253754256579e-16,-4.383683834256638101e-01
3.091713105542391204e+00,-2.440818242631259682e-03,5.609625149599678159e-03,2.530943661189445137e+00,3.913575978956482793e+00,-4.389158181382631363e-01,6.000000238418579102e-01,-3.977579771268211623e-16,-4.535256432289799244e-01
3.094597381262820690e+00,-1.052199202524786714e-02,5.575216243429645391e-03,2.533644498320447802e+00,3.912270047000405260e+00,-4.530442596014263579e-01,6.000000238418579102e-01,-3.977579771268211623e-16,-4.535256432289799244e-01
3.097597281427617588e+00,-9.538247156550355710e-03,5.558554985565336212e-03,2.536338348652654950e+00,3.910949762989376133e+00,-4.583650575861967225e-01,6.000000238418579102e-01,-3.977579771268211623e-16,-4.535256432289799244e-01
3.100597373628524611e+00,-8.554098707795360079e-03,5.525710512974130705e-03,2.539025135920941700e+00,3.909615164301723844e+00,-4.636858555709669760e-01,6.000000238418579102e-01,-3.977579771268211623e-16,-4.535256432289799244e-01
3.103483132661086774e+00,-7.807057926803556702e-03,5.485132765241645426e-03,2.541704784060145883e+00,3.908266288721038428e+00,-4.690066535557373406e-01,6.000000238418579102e-01,-3.257177046921109064e-16,-4.707532241852806498e-01
3.106482934207119406e+00,-1.714005210972921467e-02,5.452236125138217558e-03,2.544363127493159293e+00,3.906875897453838675e+00,-4.846715608097789119e-01,6.000000238418579102e-01,-3.257177046921109064e-16,-4.707532241852806498e-01
3.109482584254704474e+00,-1.635000284861745645e-02,5.402496634482636256e-03,2.547013725234136050e+00,3.905470796283359469e+00,-4.902131048402953439e-01,6.000000238418579102e-01,-3.257177046921109064e-16,-4.707532241852806498e-01
3.112481834473888487e+00,-1.556079753622582884e-02,5.335921785542161247e-03,2.549656495886846397e+00,3.904051028358336062e+00,-4.957546488708117760e-01,6.000000238418579102e-01,-3.257177046921109064e-16,-4.707532241852806498e-01
3.115370410517225963e+00,-1.498366335154580065e-02,5.303740850893914720e-03,2.552291358295418977e+00,3.902616637277897205e+00,-5.012961929013282081e-01,6.000000238418579102e-01,-3.347489567206033121e-16,-4.870124441846499508e-01
3.118370312876388439e+00,-2.404578791277478533e-02,5.237494217160008382e-03,2.554903942640700532e+00,3.901142059731240508e+00,-5.167176883409254629e-01,6.000000238418579102e-01,-3.347489567206033121e-16,-4.870124441846499508e-01
3.121369029862640421e+00,-2.344079601105231170e-02,5.153785782295113374e-03,2.557508002242864453e+00,3.899652479424344786e+00,-5.224695544937967284e-01,6.000000238418579102e-01,-3.347489567206033121e-16,-4.870124441846499508e-01
3.124260995012932529e+00,-2.304930099131069499e-02,5.083435272616112707e-03,2.560103450949533954e+00,3.898147945638295919e+00,-5.282214206466679940e-01,6.000000238418579102e-01,-3.347489567206033121e-16,-4.870124441846499508e-01
3.127260392061818717e+00,-2.241545583081155923e-02,5.028364406391794793e-03,2.562690202893213254e+00,3.896628508148898273e+00,-5.339732867995392596e-01,6.000000238418579102e-01,-3.176256211851993125e-16,-5.013180024107438681e-01
3.130259275215681036e+00,-3.057408531399080642e-02,4.929752508667452696e-03,2.565254729606698980e+00,3.895071852438368953e+00,-5.485165335144404075e-01,6.000000238418579102e-01,-3.176256211851993125e-16,-5.013180024107438681e-01
3.133155679087082035e+00,-3.034222820863080594e-02,4.823438026894976034e-03,2.567809966839901925e+00,3.893499994637116934e+00,-5.544551065439702331e-01,6.000000238418579102e-01,-3.176256211851993125e-16,-5.013180024107438681e-01
3.136154834299680338e+00,-2.986804033864970398e-02,4.752488461696469275e-03,2.570355824478431028e+00,3.891912990179137832e+00,-5.603936795735000587e-01,6.000000238418579102e-01,-3.176256211851993125e-16,-5.013180024107438681e-01
3.139153492526754352e+00,-2.939491511768660414e-02,4.663531326945142240e-03,2.572892212738680850e+00,3.890310895032596417e+00,-5.663322526030298842e-01,6.000000238418579102e-01,-2.824778667399580042e-16,-5.161540469829261069e-01
3.142150492355662461e+00,-3.814443935586275813e-02,4.529240101660026233e-03,2.575404186465227063e+00,3.888670785129607399e+00,-5.814899291228652345e-01,6.000000238418579102e-01,-2.824778667399580042e-16,-5.161540469829261069e-01
3.145053429067451667e+00,-3.804885797928347912e-02,4.430136114251713442e-03,2.577906052726841146e+00,3.887015297979026673e+00,-5.876238302502982958e-01,6.000000238418579102e-01,-2.824778667399580042e-16,-5.161540469829261069e-01
3.148051975762882648e+00,-3.774405049390106015e-02,4.322695601406771268e-03,2.580397717391742951e+00,3.885344495867937287e+00,-5.937577313777313570e-01,6.000000238418579102e-01,-2.824778667399580042e-16,-5.161540469829261069e-01
3.151049243082280071e+00,-3.744199018250748967e-02,4.196689627345174048e-03,2.582879086711983518e+00,3.883658441659642246e+00,-5.998916325051644183e-01,6.000000238418579102e-01,-1.160908715812722961e-16,-5.227241762231428224e-01
3.153959040465036168e+00,-4.143070596982362241e-02,4.073291558622176012e-03,2.585343116997774970e+00,3.881947147868191728e+00,-6.101424066923371026e-01,6.000000238418579102e-01,-1.160908715812722961e-16,-5.227241762231428224e-01
3.156956962160024194e+00,-4.118677273233023461e-02,3.961865583409796346e-03,2.587796453766093130e+00,3.880220558631814587e+00,-6.163633763411608957e-01,6.000000238418579102e-01,-1.160908715812722961e-16,-5.227241762231428224e-01
3.159954128969602927e+00,-4.094446737620077714e-02,3.831625371086543833e-03,2.590239002071974550e+00,3.878478740770099353e+00,-6.225843459899844667e-01,6.000000238418579102e-01,-1.160908715812722961e-16,-5.227241762231428224e-01
3.162871789662693001e+00,-4.086845683817535990e-02,3.695620332988028799e-03,2.592670667387972916e+00,3.876721761691986678e+00,-6.288053156388082598e-01,6.000000238418579102e-01,2.928225017508221869e-16,-5.238747427875949381e-01
3.165869847411550531e+00,-4.132012469929241538e-02,3.590029475379158137e-03,2.595090087027088988e+00,3.874947957825428002e+00,-6.357494409728161600e-01,6.000000238418579102e-01,2.928225017508221869e-16,-5.238747427875949381e-01
3.168867670606291487e+00,-4.106442879867139295e-02,3.465588632983357051e-03,2.597498397800597658e+00,3.873159100434420576e+00,-6.419856946053639213e-01,6.000000238418579102e-01,2.928225017508221869e-16,-5.238747427875949381e-01
3.171864176391486545e+00,-4.081158582023175496e-02,3.322318886561242274e-03,2.599895506047526617e+00,3.871355259088941292e+00,-6.482219482379114606e-01,6.000000238418579102e-01,2.928225017508221869e-16,-5.238747427875949381e-01
3.174791433147707842e+00,-4.068474199713295603e-02,3.217600283592052766e-03,2.602281318542579047e+00,3.869536503941701788e+00,-6.544582018704592219e-01,6.000000238418579102e-01,-3.479244445039272649e-16,-5.241259880350250810e-01
3.177789549077202125e+00,-4.055904958283695905e-02,3.100850125907862742e-03,2.604655455817266763e+00,3.867702534553502769e+00,-6.608524565926015004e-01,6.000000238418579102e-01,-3.479244445039272649e-16,-5.241259880350250810e-01
3.180786412447354827e+00,-4.028141896194259441e-02,2.965268446957786824e-03,2.607018103728968139e+00,3.865853787312464540e+00,-6.670920491905631966e-01,6.000000238418579102e-01,-3.479244445039272649e-16,-5.241259880350250810e-01
3.183721637352399547e+00,-4.012224621632720645e-02,2.848154830459749022e-03,2.609369170294154827e+00,3.863990334194735254e+00,-6.733316417885248928e-01,6.000000238418579102e-01,-3.479244445039272649e-16,-5.241259880350250810e-01
3.186719670422178297e+00,-3.981449629649269628e-02,2.739707802037893644e-03,2.611708563980187581e+00,3.862112247748997973e+00,-6.795712343864865890e-01,6.000000238418579102e-01,4.245103515313556780e-16,-5.241061939048674567e-01
3.189716962074344853e+00,-3.949591642278338366e-02,2.612475634534800525e-03,2.614036217021853847e+00,3.860219629764300997e+00,-6.857983778639591410e-01,6.000000238418579102e-01,4.245103515313556780e-16,-5.241061939048674567e-01
3.192660001834157768e+00,-3.930098843769413985e-02,2.483757880096617611e-03,2.616352016166144878e+00,3.858312525718456065e+00,-6.920377073856011085e-01,6.000000238418579102e-01,4.245103515313556780e-16,-5.241061939048674567e-01
3.195658211994504505e+00,-3.896534622928871094e-02,2.383901860843847496e-03,2.618655871261069024e+00,3.856391009853320284e+00,-6.982770369072430761e-01,6.000000238418579102e-01,4.245103515313556780e-16,-5.241061939048674567e-01
3.198656526844589898e+00,-3.862947443988851148e-02,2.265234078097617433e-03,2.620947692619606251e+00,3.854455156971789975e+00,-7.045163664288850436e-01,6.000000238418579102e-01,-1.462467524242801043e-16,-5.176564776715727456e-01
3.201653782372291257e+00,-3.424989542413814370e-02,2.139773612710270303e-03,2.623235179643404802e+00,3.852514184166857092e+00,-7.067096656666340682e-01,6.000000238418579102e-01,-1.462467524242801043e-16,-5.176564776715727456e-01
3.204606234619723715e+00,-3.390295755902994479e-02,2.058539705029721091e-03,2.625510679109703815e+00,3.850559171508992407e+00,-7.128634461593232885e-01,6.000000238418579102e-01,-1.462467524242801043e-16,-5.176564776715727456e-01
3.207605247550718186e+00,-3.345261588910419803e-02,1.961348444222254378e-03,2.627774104847852232e+00,3.848590193032364049e+00,-7.190172266520125088e-01,6.000000238418579102e-01,-1.462467524242801043e-16,-5.176564776715727456e-01
3.210602906335741746e+00,-3.300525618211924694e-02,1.845624936823291821e-03,2.630025371144419033e+00,3.846607323300011316e+00,-7.251710071447017292e-01,6.000000238418579102e-01,-8.496168794628262102e-17,-5.211241828395813958e-01
3.213562036948701905e+00,-3.479759046039598847e-02,1.747935574216030350e-03,2.632260095020408475e+00,3.844605828587088325e+00,-7.334975777950104581e-01,6.000000238418579102e-01,-8.496168794628262102e-17,-5.211241828395813958e-01
3.216560612916693707e+00,-3.436659977295675183e-02,1.653997154333710891e-03,2.634482367294160632e+00,3.842590517735361200e+00,-7.396973114658054183e-01,6.000000238418579102e-01,-8.496168794628262102e-17,-5.211241828395813958e-01
3.219558486207410919e+00,-3.393716290952297765e-02,1.541398249096007523e-03,2.636692102549141659e+00,3.840561468206475926e+00,-7.458970451366003784e-01,6.000000238418579102e-01,-8.496168794628262102e-17,-5.211241828395813958e-01
3.222524465855397757e+00,-3.356869216912383713e-02,1.433616617011847401e-03,2.638889215850697578e+00,3.838518757990144969e+00,-7.520967788073953386e-01,6.000000238418579102e-01,-6.504098976010452631e-17,-5.235987755982988157e-01
3.225523092403624670e+00,-3.466454004153241009e-02,1.344934281703368852e-03,2.641070458067074522e+00,3.836459108997005263e+00,-7.598506890248362122e-01,6.000000238418579102e-01,-6.504098976010452631e-17,-5.235987755982988157e-01
3.228521477089767444e+00,-3.423960144207183198e-02,1.237502268522463512e-03,2.643238821060404309e+00,3.834385905314149579e+00,-7.660832757469376864e-01,6.000000238418579102e-01,-6.504098976010452631e-17,-5.235987755982988157e-01
3.231494376103430266e+00,-3.386976395016183528e-02,1.115156807061370818e-03,2.645394220600600921e+00,3.832299227475198578e+00,-7.723158624690391605e-01,6.000000238418579102e-01,-6.504098976010452631e-17,-5.235987755982988157e-01
3.234493314898085892e+00,-3.341600780598741327e-02,1.036104883266179746e-03,2.647536572961144863e+00,3.830199156537176908e+00,-7.785484491911406346e-01,6.000000238418579102e-01,-9.498440021350393570e-17,-5.235987755982988157e-01
3.237491789934107800e+00,-3.296328564397937866e-02,9.383131000455345464e-04,2.649665794922333006e+00,3.828085774077364611e+00,-7.847810359132421087e-01,6.000000238418579102e-01,-9.498440021350393570e-17,-5.235987755982988157e-01
3.240489509695129833e+00,-3.251224742017549962e-02,8.217980718474213447e-04,2.651781803774514223e+00,3.825959162190127216e+00,-7.910136226353434719e-01,6.000000238418579102e-01,-9.498440021350393570e-17,-5.235987755982988157e-01
3.243470710850413496e+00,-3.207736602916128055e-02,7.370290715675645310e-04,2.653884517321300596e+00,3.823819403483728507e+00,-7.972462093574448350e-01,6.000000238418579102e-01,-9.498440021350393570e-17,-5.235987755982988157e-01
3.246469797482902209e+00,-3.159605127909387301e-02,6.492828133355756960e-04,2.655973853882760416e+00,3.821666581077119762e+00,-8.034787960795461981e-01,6.000000238418579102e-01,-9.506216318414629149e-17,-5.235987755982988157e-01
3.249467836364691387e+00,-3.111708207479707555e-02,5.428200149785332353e-04,2.658049732298590317e+00,3.819500778596712554e+00,-8.097113828016475612e-01,6.000000238418579102e-01,-9.506216318414629149e-17,-5.235987755982988157e-01
3.252455547615135778e+00,-3.064843316316662181e-02,4.487589574805327412e-04,2.660112071931269639e+00,3.817322080173128462e+00,-8.159439695237489243e-01,6.000000238418579102e-01,-9.506216318414629149e-17,-5.235987755982988157e-01
3.255454412423940180e+00,-3.014020824088875505e-02,3.712355549562635932e-04,2.662160792669192144e+00,3.815130570437933244e+00,-8.221765562458502874e-01,6.000000238418579102e-01,-9.506216318414629149e-17,-5.235987755982988157e-01
3.258453579279994905e+00,-2.963130438049471627e-02,2.750032501677192862e-04,2.664195814929776862e+00,3.812926334520348348e+00,-8.284091429679516505e-01,6.000000238418579102e-01,-4.166107865229587767e-17,-5.235987755982988157e-01
3.261447572408521900e+00,-2.912914824551721127e-02,1.719396336033134466e-04,2.666217059662560285e+00,3.810709458043942455e+00,-8.346417296900530136e-01,6.000000238418579102e-01,-4.166107865229587767e-17,-5.235987755982988157e-01
3.264446796135775486e+00,-2.859256098058965412e-02,1.050029499373712045e-04,2.668224448352267686e+00,3.808480027123307465e+00,-8.408743164121543767e-01,6.000000238418579102e-01,-4.166107865229587767e-17,-5.235987755982988157e-01
3.267445705570999337e+00,-2.805668306502168141e-02,1.936714157642384224e-05,2.670217903021862682e+00,3.806238128360714512e+00,-8.471069031342557398e-01,6.000000238418579102e-01,-4.166107865229587767e-17,-5.235987755982988157e-01
3.270443861843900013e+00,-2.752250501824365925e-02,-8.495253843462483045e-05,2.672197346235574589e+00,3.803983848842745097e+00,-8.533394898563571029e-01,6.000000238418579102e-01,-6.405247632945611485e-17,-5.235987755982988157e-01
3.273445251344618612e+00,-2.695677591192663369e-02,-1.485200455740823440e-04,2.674162701101910677e+00,3.801717276136914236e+00,-8.595720765784584660e-01,6.000000238418579102e-01,-6.405247632945611485e-17,-5.235987755982988157e-01
3.276444653217093883e+00,-2.639252045296286431e-02,-2.233681867911160965e-04,2.676113891276637347e+00,3.799438498288264299e+00,-8.658046633005598292e-01,6.000000238418579102e-01,-6.405247632945611485e-17,-5.235987755982988157e-01
3.279443128884921510e+00,-2.583036383473041875e-02,-3.168943716563409215e-04,2.678050840965749746e+00,3.797147603815947292e+00,-8.720372500226611923e-01,6.000000238418579102e-01,-6.405247632945611485e-17,-5.235987755982988157e-01
3.282450084227942710e+00,-2.523244611715541597e-02,-3.886851448302793303e-04,2.679973474928416088e+00,3.794844681709785394e+00,-8.782698367447625554e-01,6.000000238418579102e-01,2.341295069291273313e-18,-5.235987755982988157e-01
3.285449292287535794e+00,-2.464123808468138277e-02,-4.525133159397462437e-04,2.681881718479897092e+00,3.792529821426813275e+00,-8.845024234668639185e-01,6.000000238418579102e-01,2.341295069291273313e-18,-5.235987755982988157e-01
3.288448756541731299e+00,-2.404944715854134829e-02,-5.350140925541309149e-04,2.683775497494450324e+00,3.790203112887806647e+00,-8.907350101889652816e-01,6.000000238418579102e-01,2.341295069291273313e-18,-5.235987755982988157e-01
3.291461058211929469e+00,-2.341960944900395303e-02,-6.147144199396982868e-04,2.685654738408207454e+00,3.787864646473785513e+00,-8.969675969110666447e-01,6.000000238418579102e-01,2.341295069291273313e-18,-5.235987755982988157e-01
3.294460615125554881e+00,-2.280002895419036557e-02,-6.671151025854422283e-04,2.687519368222034633e+00,3.785514513022503191e+00,-9.032001836331680078e-01,6.000000238418579102e-01,-7.030355187281352897e-17,-5.235987755982988157e-01
3.297459662996370611e+00,-2.218161131327661684e-02,-7.381795480584038300e-04,2.689369314504365338e+00,3.783152803824922028e+00,-9.094327703552693709e-01,6.000000238418579102e-01,-7.030355187281352897e-17,-5.235987755982988157e-01
3.300476985990353551e+00,-2.152039030417124410e-02,-8.254848700892207514e-04,2.691204505394013680e+00,3.780779610621662012e+00,-9.156653570773707340e-01,6.000000238418579102e-01,-7.030355187281352897e-17,-5.235987755982988157e-01
3.303476595710108210e+00,-2.087345941503521152e-02,-8.663031690083534443e-04,2.693024869602969051e+00,3.778395025599441404e+00,-9.218979437994720971e-01,6.000000238418579102e-01,-7.030355187281352897e-17,-5.235987755982988157e-01
3.306476605976368610e+00,-2.022560988414440208e-02,-9.257767755266670898e-04,2.694830336419163253e+00,3.775999141387492042e+00,-9.281305305215734602e-01,6.000000238418579102e-01,-6.286518926093028403e-17,-5.235987755982988157e-01
3.309475474427500341e+00,-1.958037907302639935e-02,-1.003896264226141182e-03,2.696620835709217179e+00,3.773592051053964003e+00,-9.343631172436748233e-01,6.000000238418579102e-01,-6.286518926093028403e-17,-5.235987755982988157e-01
3.312498147330103837e+00,-1.885973705793558830e-02,-1.049508052862799202e-03,2.698396297921164866e+00,3.771173848102308490e+00,-9.405957039657761865e-01,6.000000238418579102e-01,-6.286518926093028403e-17,-5.235987755982988157e-01
3.315498327959441660e+00,-1.818405988730825706e-02,-1.097164501070018458e-03,2.700156654087155772e+00,3.768744626467647407e+00,-9.468282906878775496e-01,6.000000238418579102e-01,-6.286518926093028403e-17,-5.235987755982988157e-01
3.318497488714836852e+00,-1.751073109472806033e-02,-1.163463102751702543e-03,2.701901835826134857e+00,3.766304480513122943e+00,-9.530608774099789127e-01,6.000000238418579102e-01,-2.738541524166194184e-17,-5.235987755982988157e-01
3.321524270545676671e+00,-1.676055918990154714e-02,-1.215987340607375391e-03,2.703631775346497790e+00,3.763853505026233393e+00,-9.592934641320802758e-01,6.000000238418579102e-01,-2.738541524166194184e-17,-5.235987755982988157e-01
3.324524029866493091e+00,-1.605828766347733305e-02,-1.251453654236234876e-03,2.705346405448723512e+00,3.761391795215148992e+00,-9.655260508541816389e-01,6.000000238418579102e-01,-2.738541524166194184e-17,-5.235987755982988157e-01
3.327523685978641232e+00,-1.535625473535634500e-02,-1.305555922524324203e-03,2.707045659527986370e+00,3.758919446705016210e+00,-9.717586375762830020e-01,6.000000238418579102e-01,-2.738541524166194184e-17,-5.235987755982988157e-01
3.330554060659074000e+00,-1.457766641310781486e-02,-1.364764875533436847e-03,2.708729471576742043e+00,3.756436555534241162e+00,-9.779912242983843651e-01,6.000000238418579102e-01,-1.129258053069227498e-17,-5.235987755982988157e-01
3.333553893761822984e+00,-1.384797638117779561e-02,-1.387892487176697800e-03,2.710397776187292163e+00,3.753943218150759265e+00,-9.842238110204857282e-01,6.000000238418579102e-01,-1.129258053069227498e-17,-5.235987755982988157e-01
3.336554007990454984e+00,-1.311763388754766391e-02,-1.429650109479763988e-03,2.712050508554324058e+00,3.751439531408290673e+00,-9.904563977425870913e-01,6.000000238418579102e-01,-1.129258053069227498e-17,-5.235987755982988157e-01
3.339553320537589798e+00,-1.238915200691176333e-02,-1.490029473137869948e-03,2.713687604477430071e+00,3.748925592562575737e+00,-9.966889844646884544e-01,6.000000238418579102e-01,-1.129258053069227498e-17,-5.235987755982988157e-01
3.342587486555734344e+00,-1.155419645587157929e-02,-1.505824395710292233e-03,2.715309000363601122e+00,3.746401499267597579e+00,-1.002921571186789818e+00,6.000000238418579102e-01,-3.565686963667936125e-17,-5.235987755982988157e-01
3.345587664064599842e+00,-1.079611932572993593e-02,-1.534872532833267151e-03,2.716914633229695397e+00,3.743867349571789127e+00,-1.009154157908891181e+00,6.000000238418579102e-01,-3.565686963667936125e-17,-5.235987755982988157e-01
3.348587221737912678e+00,-1.003948646412861079e-02,-1.582540567873969971e-03,2.718504440704885283e+00,3.741323241914225051e+00,-1.015386744630992544e+00,6.000000238418579102e-01,-3.565686963667936125e-17,-5.235987755982988157e-01
3.351623878406702062e+00,-9.178642083980059763e-03,-1.604339111060150858e-03,2.720078361033081205e+00,3.738769275120795932e+00,-1.021619331353093907e+00,6.000000238418579102e-01,-3.565686963667936125e-17,-5.235987755982988157e-01
3.354624208083718528e+00,-8.392977403762269528e-03,-1.620418683482522304e-03,2.721636333075329706e+00,3.736205548400370891e+00,-1.027851918075195270e+00,6.000000238418579102e-01,-5.070639593929588271e-17,-5.235987755982988157e-01
3.357623934529399889e+00,-7.608723778200265908e-03,-1.655116194125199084e-03,2.723178296312188440e+00,3.733632161340944666e+00,-1.034084504797296633e+00,6.000000238418579102e-01,-5.070639593929588271e-17,-5.235987755982988157e-01
3.360662564257969720e+00,-6.723096547400053691e-03,-1.682747994890839045e-03,2.724704190846078511e+00,3.731049213905766937e+00,-1.040317091519397996e+00,6.000000238418579102e-01,-5.070639593929588271e-17,-5.235987755982988157e-01
3.363662467564286551e+00,-5.911012968108086962e-03,-1.685619675674222048e-03,2.726213957403609722e+00,3.728456806429460091e+00,-1.046549678241499359e+00,6.000000238418579102e-01,-5.070639593929588271e-17,-5.235987755982988157e-01
3.366662890997941027e+00,-5.097707974245746509e-03,-1.707105598337286829e-03,2.727707537337881849e+00,3.725855039614123676e+00,-1.052782264963600722e+00,6.000000238418579102e-01,-4.546216217465985486e-17,-5.235987755982988157e-01
