s,x0,x1,x2,x3,x4,x5,u0,u1
1.797583039058099352e+00,2.851738733206099496e-05,-1.880411692950221744e-03,1.241237955371658153e+00,3.950218713298056628e+00,4.492451368696581682e-03,6.000000238418579102e-01,1.060480218850240694e-20,3.320207429143806066e-01
1.800582985567534156e+00,2.444113276830750525e-04,-1.867954485417807091e-03,1.244237886325024522e+00,3.950238814525851794e+00,8.609296802417010230e-03,6.000000238418579102e-01,1.060480218850240694e-20,3.320207429143806066e-01
1.803570822887864411e+00,3.375502292514376279e-03,-1.860132800292753743e-03,1.247237718677434826e+00,3.950270368317329250e+00,1.242696399658971274e-02,6.000000238418579102e-01,1.060480218850240694e-20,3.320207429143806066e-01
1.806570924263642741e+00,7.193169486687078784e-03,-1.844298184729898770e-03,1.250237408707637110e+00,3.950313374212606643e+00,1.624463119076241524e-02,6.000000238418579102e-01,1.060480218850240694e-20,3.320207429143806066e-01
1.809570771395282884e+00,1.101083668085978129e-02,-1.817010875784812272e-03,1.253236912696453986e+00,3.950367831584892020e+00,2.006229838493511775e-02,6.000000238418579102e-01,7.966287110458306890e-21,3.122321799951335852e-01
1.812570760614710119e+00,3.892575419318339280e-03,-1.810722036128294870e-03,1.256236724605152011e+00,3.950401292197097014e+00,1.294403712339367574e-02,6.000000238418579102e-01,7.966287110458306890e-21,3.122321799951335852e-01
1.815570654779768978e+00,7.473101301590096002e-03,-1.793691589613288567e-03,1.259236397478495695e+00,3.950445493476047787e+00,1.652456300566543246e-02,6.000000238418579102e-01,7.966287110458306890e-21,3.122321799951335852e-01
1.818570535212754358e+00,1.105362718386185272e-02,-1.765919876360645202e-03,1.262235892860223530e+00,3.950500434855077181e+00,2.010508888793718918e-02,6.000000238418579102e-01,7.966287110458306890e-21,3.122321799951335852e-01
1.821570296783852960e+00,1.463415306613360944e-02,-1.727407410792502693e-03,1.265235172296348853e+00,3.950566115629828623e+00,2.368561477020894590e-02,6.000000238418579102e-01,6.884695335282905587e-21,2.855978619470009860e-01
1.824570299941712381e+00,3.654022804984058403e-03,-1.721359907008832403e-03,1.268234987155334226e+00,3.950599335141932844e+00,1.270548450905939486e-02,6.000000238418579102e-01,6.884695335282905587e-21,2.855978619470009860e-01
1.827570200891590613e+00,6.918188863354879370e-03,-1.705519978105055241e-03,1.271234677599338614e+00,3.950642346353520296e+00,1.596965056743021583e-02,6.000000238418579102e-01,6.884695335282905587e-21,2.855978619470009860e-01
1.830570142662772071e+00,1.018235492172570034e-02,-1.679865870859334519e-03,1.274234211667348404e+00,3.950695148806315782e+00,1.923381662580103679e-02,6.000000238418579102e-01,6.884695335282905587e-21,2.855978619470009860e-01
1.833569941190882346e+00,1.344652098009654906e-02,-1.644366310792941266e-03,1.277233557400016428e+00,3.950757741937720890e+00,2.249798268417188551e-02,6.000000238418579102e-01,-1.509610977205398373e-21,2.608571781655634192e-01
1.836569882601575276e+00,3.333997633325286314e-03,-1.638766671828237841e-03,1.280233378234577168e+00,3.950790438220912471e+00,1.238545933740062277e-02,6.000000238418579102e-01,-1.509610977205398373e-21,2.608571781655634192e-01
1.839569811235481023e+00,6.306955466726160697e-03,-1.624256835079408538e-03,1.283233088607693917e+00,3.950832052687322182e+00,1.535841717080149715e-02,6.000000238418579102e-01,-1.509610977205398373e-21,2.608571781655634192e-01
1.842569692222694400e+00,9.279913300127035081e-03,-1.600895084270965605e-03,1.286232662006511207e+00,3.950882584969142908e+00,1.833137500420237154e-02,6.000000238418579102e-01,-1.509610977205398373e-21,2.608571781655634192e-01
1.845569662432157809e+00,1.225287113352790946e-02,-1.568614850750023890e-03,1.289232071919384159e+00,3.950942034619746135e+00,2.130433283760324592e-02,6.000000238418579102e-01,-3.753285517205713247e-20,2.381123637102286750e-01
1.848569630323282365e+00,3.042454496532398522e-03,-1.563566739496333700e-03,1.292231898094038156e+00,3.950974254800360796e+00,1.209391620060773498e-02,6.000000238418579102e-01,-3.753285517205713247e-20,2.381123637102286750e-01
1.851569644129858361e+00,5.749747808246274960e-03,-1.550396472408190583e-03,1.295231626045807660e+00,3.951014596262316658e+00,1.480120951232161142e-02,6.000000238418579102e-01,-3.753285517205713247e-20,2.381123637102286750e-01
1.854569310870770371e+00,8.457041119960151399e-03,-1.529104441126333909e-03,1.298231233788388561e+00,3.951063058709932019e+00,1.750850282403548785e-02,6.000000238418579102e-01,-3.753285517205713247e-20,2.381123637102286750e-01
1.857569213869854519e+00,1.116433443167402784e-02,-1.499690826405529866e-03,1.301230699336357599e+00,3.951119641788005232e+00,2.021579613574936429e-02,6.000000238418579102e-01,1.312715946378748077e-20,2.172431011368525788e-01
1.860569200333061168e+00,2.779931217307338165e-03,-1.495066921262103469e-03,1.304230530194464999e+00,3.951151437706669878e+00,1.183139292138267462e-02,6.000000238418579102e-01,1.312715946378748077e-20,2.172431011368525788e-01
1.863569320483798641e+00,5.245036552729634427e-03,-1.483047813920670152e-03,1.307230273557765221e+00,3.951190628420290452e+00,1.429649825680497088e-02,6.000000238418579102e-01,1.312715946378748077e-20,2.172431011368525788e-01
1.866569229959309517e+00,7.710141888151930689e-03,-1.463633494461623547e-03,1.310229911197594133e+00,3.951237213690716121e+00,1.676160359222726715e-02,6.000000238418579102e-01,1.312715946378748077e-20,2.172431011368525788e-01
1.869569118012651687e+00,1.017524722357422695e-02,-1.436780162950634238e-03,1.313229424885929975e+00,3.951291193234860000e+00,1.922670892764956341e-02,6.000000238418579102e-01,1.317405620438190528e-20,1.981190218936036695e-01
1.872569086651988179e+00,2.542394101998704525e-03,-1.432462786426256379e-03,1.316229259893158643e+00,3.951322607670562093e+00,1.159385580607404098e-02,6.000000238418579102e-01,1.317405620438190528e-20,1.981190218936036695e-01
1.875569214291059161e+00,4.786762257806678744e-03,-1.421412326746249134e-03,1.319229016839523316e+00,3.951360754755654625e+00,1.383822396188201520e-02,6.000000238418579102e-01,1.317405620438190528e-20,1.981190218936036695e-01
1.878569113988645345e+00,7.031130413614652963e-03,-1.403659391737260495e-03,1.322228680614689456e+00,3.951405634297983305e+00,1.608259211768998942e-02,6.000000238418579102e-01,1.317405620438190528e-20,1.981190218936036695e-01
1.881569024374316612e+00,9.275498569422627182e-03,-1.379217691897317074e-03,1.325228236108792146e+00,3.951457246071482299e+00,1.832696027349796364e-02,6.000000238418579102e-01,-1.361572088532006923e-20,1.806142449692960117e-01
1.884568965426489218e+00,2.327217762255695543e-03,-1.375318859744549798e-03,1.328228074804494563e+00,3.951488316699379499e+00,1.137867946633103200e-02,6.000000238418579102e-01,-1.361572088532006923e-20,1.806142449692960117e-01
1.887568958571818278e+00,4.370451655509755007e-03,-1.365290423719201342e-03,1.331227843753812978e+00,3.951525516630252532e+00,1.342191335958509146e-02,6.000000238418579102e-01,-1.361572088532006923e-20,1.806142449692960117e-01
1.890568925122110944e+00,6.413685548763814470e-03,-1.349132607203726818e-03,1.334227530433302222e+00,3.951568845708798960e+00,1.546514725283915093e-02,6.000000238418579102e-01,-1.361572088532006923e-20,1.806142449692960117e-01
1.893568785910261010e+00,8.456919442017873934e-03,-1.326845216325122203e-03,1.337227122319860406e+00,3.951618303754128370e+00,1.750838114609321039e-02,6.000000238418579102e-01,-2.435849703399214748e-21,1.646050075504291721e-01
1.896568794070948583e+00,2.131035041397819074e-03,-1.323260368592377037e-03,1.340226964337147164e+00,3.951649060736094121e+00,1.118249674547315553e-02,6.000000238418579102e-01,-2.435849703399214748e-21,1.646050075504291721e-01
1.899568790222075254e+00,3.991012522239337224e-03,-1.314095281532579517e-03,1.343226743958173541e+00,3.951685397300238822e+00,1.304247422631467368e-02,6.000000238418579102e-01,-2.435849703399214748e-21,1.646050075504291721e-01
1.902568697661092934e+00,5.850990003080855373e-03,-1.299350307324691417e-03,1.346226450805156238e+00,3.951727313320855473e+00,1.490245170715619183e-02,6.000000238418579102e-01,-2.435849703399214748e-21,1.646050075504291721e-01
1.905568638961421035e+00,7.710967483922373522e-03,-1.279025497774860867e-03,1.349226074500563755e+00,3.951774808652935178e+00,1.676242918799770998e-02,6.000000238418579102e-01,5.766497501906931007e-21,1.499795451449970340e-01
1.908568645527465080e+00,1.954119785853469793e-03,-1.275655010642014935e-03,1.352225919453727832e+00,3.951805285239394561e+00,1.100558148992880625e-02,6.000000238418579102e-01,5.766497501906931007e-21,1.499795451449970340e-01
1.911568781864920741e+00,3.647207350783582269e-03,-1.267196279809241479e-03,1.355225708507791893e+00,3.951840840779932584e+00,1.269866905485891873e-02,6.000000238418579102e-01,5.766497501906931007e-21,1.499795451449970340e-01
1.914568723336265155e+00,5.340294915713680868e-03,-1.253658324761638314e-03,1.358225433063726451e+00,3.951881475172628555e+00,1.439175661978901732e-02,6.000000238418579102e-01,5.766497501906931007e-21,1.499795451449970340e-01
1.917568660097988431e+00,7.033382480643779466e-03,-1.235093735006644782e-03,1.361225084522686313e+00,3.951927188301001426e+00,1.608484418471911592e-02,6.000000238418579102e-01,-2.923311161481422657e-21,1.366250722238095960e-01
1.920568401467658504e+00,1.793442566089931134e-03,-1.232043025699369873e-03,1.364224932107397370e+00,3.951957410850798880e+00,1.084490427016526759e-02,6.000000238418579102e-01,-2.923311161481422657e-21,1.366250722238095960e-01
1.923568439470110025e+00,3.334542558699707393e-03,-1.224369026356276861e-03,1.367224729553853324e+00,3.951992256427968808e+00,1.238600426277504385e-02,6.000000238418579102e-01,-2.923311161481422657e-21,1.366250722238095960e-01
1.926568422389428603e+00,4.875642551309483652e-03,-1.212071932042493860e-03,1.370224469737569617e+00,3.952031724949752522e+00,1.392710425538482011e-02,6.000000238418579102e-01,-2.923311161481422657e-21,1.366250722238095960e-01
1.929568347431700470e+00,6.416742543919259911e-03,-1.195151753653775437e-03,1.373224145534196694e+00,3.952075816322412560e+00,1.546820424799459637e-02,6.000000238418579102e-01,-1.454729510648739546e-21,1.244382187894590985e-01
1.932568490846834575e+00,1.647537892105754853e-03,-1.192331505323206706e-03,1.376223995479270323e+00,3.952105808765071782e+00,1.069899959618109131e-02,6.000000238418579102e-01,-1.454729510648739546e-21,1.244382187894590985e-01
1.935568468717391299e+00,3.050241370544798380e-03,-1.185303032655351261e-03,1.379223800402636702e+00,3.952140009076797522e+00,1.210170307462013484e-02,6.000000238418579102e-01,-1.454729510648739546e-21,1.244382187894590985e-01
1.938568458010531792e+00,4.452944848983841908e-03,-1.174066249147032301e-03,1.382223554401948995e+00,3.952178417190298276e+00,1.350440655305917836e-02,6.000000238418579102e-01,-1.454729510648739546e-21,1.244382187894590985e-01
1.941568362114455049e+00,5.855648327422885435e-03,-1.158621396936059846e-03,1.385223251574961401e+00,3.952221033030002939e+00,1.490711003149822189e-02,6.000000238418579102e-01,-1.286761258893347836e-20,1.133154824394534410e-01
1.944568236130996608e+00,1.497446981671618493e-03,-1.156081374549518563e-03,1.388223103741703213e+00,3.952250806686671947e+00,1.056302558975199396e-02,6.000000238418579102e-01,-1.286761258893347836e-20,1.133154824394534410e-01
1.947568248089642795e+00,2.693061298642454582e-03,-1.150004169750427083e-03,1.391222915454281894e+00,3.952284409990256098e+00,1.183964590428211033e-02,6.000000238418579102e-01,-1.286761258893347836e-20,1.133154824394534410e-01
1.950568129419081309e+00,3.888679142848988635e-03,-1.140097110761250287e-03,1.394222681823727106e+00,3.952321842885988978e+00,1.311626621881222671e-02,6.000000238418579102e-01,-1.286761258893347836e-20,1.133154824394534410e-01
1.953568116082475825e+00,5.084294142839458630e-03,-1.126360211168445005e-03,1.397222397961141782e+00,3.952363105312864278e+00,1.439288653334234308e-02,6.000000238418579102e-01,-5.912710360865854158e-21,1.036864508819088232e-01
1.956567779855265199e+00,1.318189031315093740e-03,-1.124215009385716186e-03,1.400222244306680297e+00,3.952393463110783323e+00,1.070325384820051962e-02,6.000000238418579102e-01,-5.912710360865854158e-21,1.036864508819088232e-01
1.959568035783674667e+00,2.410034323955478897e-03,-1.118673550183448646e-03,1.403222053160616989e+00,3.952427323597759390e+00,1.187088383425030647e-02,6.000000238418579102e-01,-5.912710360865854158e-21,1.036864508819088232e-01
1.962567975618626503e+00,3.501887600929988464e-03,-1.109629202462597899e-03,1.406221820433133596e+00,3.952464686727627630e+00,1.303851382030009332e-02,6.000000238418579102e-01,-5.912710360865854158e-21,1.036864508819088232e-01
1.965567637348918595e+00,4.596657289919425793e-03,-1.097523109539713226e-03,1.409221542034468699e+00,3.952505552449447901e+00,1.420614380634988017e-02,6.000000238418579102e-01,-1.557457932935447652e-21,9.499886985330747990e-02
1.968567633804083616e+00,1.219422188175209310e-03,-1.095540857466373611e-03,1.412221380869960408e+00,3.952536646156202593e+00,1.089946094001378873e-02,6.000000238418579102e-01,-1.557457932935447652e-21,9.499886985330747990e-02
1.971567645390678303e+00,2.218282323043885285e-03,-1.090350364154209521e-03,1.415221184738079563e+00,3.952570947910392984e+00,1.196887366614307613e-02,6.000000238418579102e-01,-1.557457932935447652e-21,9.499886985330747990e-02
1.974567433172688347e+00,3.218443353454454592e-03,-1.082094594465220130e-03,1.418220950208120446e+00,3.952608457672789566e+00,1.303828639227236352e-02,6.000000238418579102e-01,-1.557457932935447652e-21,9.499886985330747990e-02
1.977567451682620714e+00,4.222528483217927175e-03,-1.071064088754787634e-03,1.421220673849420191e+00,3.952649175400494652e+00,1.410769911840165092e-02,6.000000238418579102e-01,1.465636619698770754e-21,8.703359312545920490e-02
1.980567232935367628e+00,1.129172569474860832e-03,-1.068982714729934964e-03,1.424220505630031441e+00,3.952680944627699589e+00,1.107966563457572773e-02,6.000000238418579102e-01,1.465636619698770754e-21,8.703359312545920490e-02
1.983567267547692525e+00,2.043295209165144066e-03,-1.063962979272127258e-03,1.427220304855354893e+00,3.952715652026194348e+00,1.205911622127320282e-02,6.000000238418579102e-01,1.465636619698770754e-21,8.703359312545920490e-02
1.986566981063364823e+00,2.962334058589810581e-03,-1.056681995296712522e-03,1.430220068647613196e+00,3.952753297562682899e+00,1.303856680797067444e-02,6.000000238418579102e-01,1.465636619698770754e-21,8.703359312545920490e-02
1.989567110007472772e+00,3.881682126361654661e-03,-1.046506498058632096e-03,1.433219794129063196e+00,3.952793881201050574e+00,1.401801739466814259e-02,6.000000238418579102e-01,-9.724731914973037835e-21,7.972578403253745283e-02
1.992567083351837409e+00,1.045541282057006749e-03,-1.044535396071509222e-03,1.436219619400431080e+00,3.952826261026298749e+00,1.124197595211092263e-02,6.000000238418579102e-01,-9.724731914973037835e-21,7.972578403253745283e-02
1.995566904828041332e+00,1.885721852348934413e-03,-1.040191350172419479e-03,1.439219414420862320e+00,3.952861331629623720e+00,1.213895868272787601e-02,6.000000238418579102e-01,-9.724731914973037835e-21,7.972578403253745283e-02
1.998566912187169198e+00,2.727829763614457448e-03,-1.033342745987114557e-03,1.442219176776788236e+00,3.952899092982808060e+00,1.303594141334482939e-02,6.000000238418579102e-01,-9.724731914973037835e-21,7.972578403253745283e-02
2.001566811892433684e+00,3.569939644037255222e-03,-1.023803203148383962e-03,1.445218904054665465e+00,3.952939545055469406e+00,1.393292414396178278e-02,6.000000238418579102e-01,-1.334867475518026484e-20,7.302476101555224752e-02
2.004566620392288279e+00,9.729503027429906026e-04,-1.021967142790176529e-03,1.448218723302890698e+00,3.952972479645066262e+00,1.138912456017783861e-02,6.000000238418579102e-01,-1.334867475518026484e-20,7.302476101555224752e-02
2.007566603004030448e+00,1.744718009814127946e-03,-1.018057827559795377e-03,1.451218514486121158e+00,3.953007878320563773e+00,1.221053981368589933e-02,6.000000238418579102e-01,-1.334867475518026484e-20,7.302476101555224752e-02
2.010566679832614945e+00,2.516484157664540533e-03,-1.011684268816858637e-03,1.454218275580328568e+00,3.953045741058077045e+00,1.303195506719396005e-02,6.000000238418579102e-01,-1.334867475518026484e-20,7.302476101555224752e-02
2.013566507514052084e+00,3.288322149118755311e-03,-1.002852081907247084e-03,1.457218004561505964e+00,3.953086067832058959e+00,1.385337032070202076e-02,6.000000238418579102e-01,5.046020938342879297e-21,6.687340127767499309e-02
2.016566496878490877e+00,9.089905140876042289e-04,-1.001347337865585640e-03,1.460217818381752908e+00,3.953119494391644118e+00,1.151846045235156366e-02,6.000000238418579102e-01,5.046020938342879297e-21,6.687340127767499309e-02
2.019566552466029119e+00,1.616654854997130741e-03,-9.975863324056810644e-04,1.463217606213918609e+00,3.953155177062804171e+00,1.227054754052761890e-02,6.000000238418579102e-01,5.046020938342879297e-21,6.687340127767499309e-02
2.022566536173279417e+00,2.324320260260224341e-03,-9.915690664260962649e-04,1.466217366361217911e+00,3.953193115825355264e+00,1.302263462870367414e-02,6.000000238418579102e-01,5.046020938342879297e-21,6.687340127767499309e-02
2.025566449869071750e+00,3.035666562603338281e-03,-9.835492721578407635e-04,1.469217097126882088e+00,3.953233310657838562e+00,1.377472171687972938e-02,6.000000238418579102e-01,4.601875225534378766e-20,6.121637327056773242e-02
2.028566080979809172e+00,8.476004638698665661e-04,-9.819870505027236685e-04,1.472216906274880222e+00,3.953267154940370176e+00,1.162584747253506828e-02,6.000000238418579102e-01,4.601875225534378766e-20,6.121637327056773242e-02
2.031566144455313694e+00,1.496764709886893446e-03,-9.783597420780485755e-04,1.475216691415053072e+00,3.953303064168594005e+00,1.231420922202786095e-02,6.000000238418579102e-01,4.601875225534378766e-20,6.121637327056773242e-02
2.034566023515544941e+00,2.147998642071696079e-03,-9.728384933225821783e-04,1.478216451125976993e+00,3.953341038325494328e+00,1.300257097152065361e-02,6.000000238418579102e-01,4.601875225534378766e-20,6.121637327056773242e-02
2.037565976838856319e+00,2.802391378953810602e-03,-9.655137396289829345e-04,1.481216183986239887e+00,3.953381077393076648e+00,1.369093272101344627e-02,6.000000238418579102e-01,1.904675606801418506e-20,5.601685024229453858e-02
2.040566188848365936e+00,7.917589793998737469e-04,-9.640311389900214911e-04,1.484215989139687775e+00,3.953415274748279806e+00,1.171427226322066528e-02,6.000000238418579102e-01,1.904675606801418506e-20,5.601685024229453858e-02
2.043566060463086309e+00,1.388059035450264767e-03,-9.606840851379353906e-04,1.487215772160186411e+00,3.953451361417331889e+00,1.234408675412146383e-02,6.000000238418579102e-01,1.904675606801418506e-20,5.601685024229453858e-02
2.046566057798999694e+00,1.989129920772301358e-03,-9.557104227576190825e-04,1.490215531857823184e+00,3.953489337385917679e+00,1.297390124502225892e-02,6.000000238418579102e-01,1.904675606801418506e-20,5.601685024229453858e-02
2.049566042214685524e+00,2.590200929885752568e-03,-9.488473197297935891e-04,1.493215267042694583e+00,3.953529202638972784e+00,1.360371573592305400e-02,6.000000238418579102e-01,2.542211033401230319e-20,5.123447023022667524e-02
2.052566043315187994e+00,7.410835448560110228e-04,-9.473645843500513300e-04,1.496215068907990275e+00,3.953563687931580084e+00,1.178334199254138515e-02,6.000000238418579102e-01,2.542211033401230319e-20,5.123447023022667524e-02
2.055565926667079157e+00,1.292390543874845366e-03,-9.443784688860825793e-04,1.499214850412737166e+00,3.953599901053756138e+00,1.235932516131344264e-02,6.000000238418579102e-01,2.542211033401230319e-20,5.123447023022667524e-02
2.058566099823957440e+00,1.844854915653573735e-03,-9.397284543486392498e-04,1.502214610561737773e+00,3.953637841993486557e+00,1.293530833008550013e-02,6.000000238418579102e-01,2.542211033401230319e-20,5.123447023022667524e-02
2.061566061668970828e+00,2.397320943936971649e-03,-9.333504893183267427e-04,1.505214348359801502e+00,3.953677510738184075e+00,1.351129149885755762e-02,6.000000238418579102e-01,-1.999046478988733824e-20,4.683235792804550657e-02
2.064566002986342852e+00,6.976721887524961474e-04,-9.320014295302108884e-04,1.508214147667191307e+00,3.953712218414262569e+00,1.183270653827353872e-02,6.000000238418579102e-01,-1.999046478988733824e-20,4.683235792804550657e-02
2.067566007891667113e+00,1.205827721001390129e-03,-9.291492787174249982e-04,1.511213928287145070e+00,3.953748505320235029e+00,1.235915334850904573e-02,6.000000238418579102e-01,-1.999046478988733824e-20,4.683235792804550657e-02
2.070565970007065548e+00,1.713983514143996995e-03,-9.247177889284755297e-04,1.514213689388285156e+00,3.953786371446045056e+00,1.288560015874455275e-02,6.000000238418579102e-01,-1.999046478988733824e-20,4.683235792804550657e-02
2.073565910103125187e+00,2.222979122571980271e-03,-9.187417599959314674e-04,1.517213430139238595e+00,3.953825816781197933e+00,1.341204696898005977e-02,6.000000238418579102e-01,-3.973050933630466953e-20,4.277447923961730930e-02
2.076565954575824602e+00,6.587103670506674891e-04,-9.175326268131949728e-04,1.520213227679675150e+00,3.953860677335910179e+00,1.186084377753100425e-02,6.000000238418579102e-01,-3.973050933630466953e-20,4.277447923961730930e-02
2.079565702817428807e+00,1.126441488537285873e-03,-9.148811045735509746e-04,1.523213008112595190e+00,3.953896980175382492e+00,1.234163917296688881e-02,6.000000238418579102e-01,-3.973050933630466953e-20,4.277447923961730930e-02
2.082565744740412672e+00,1.594171331005235503e-03,-9.107871990506715950e-04,1.526212770744556746e+00,3.953934725291222474e+00,1.282243456840277337e-02,6.000000238418579102e-01,-3.973050933630466953e-20,4.277447923961730930e-02
2.085565701899576130e+00,2.066354254088308834e-03,-9.053122992087645577e-04,1.529212514882122287e+00,3.953973912674705549e+00,1.330322996383865794e-02,6.000000238418579102e-01,-1.350889381398981656e-20,3.902649867559738334e-02
2.088565851305970611e+00,6.208091383890293469e-04,-9.040979427164786385e-04,1.532212311528444726e+00,3.954008850500402961e+00,1.186552438507598034e-02,6.000000238418579102e-01,-1.350889381398981656e-20,3.902649867559738334e-02
2.091565823710005212e+00,1.051609237395761259e-03,-9.015676689072851758e-04,1.535212092561081931e+00,3.954045104151018730e+00,1.230416355850350377e-02,6.000000238418579102e-01,-1.350889381398981656e-20,3.902649867559738334e-02
2.094565773594305735e+00,1.485248759406705699e-03,-8.977606278792272859e-04,1.538211857402862703e+00,3.954082673619577104e+00,1.274280273193102719e-02,6.000000238418579102e-01,-1.350889381398981656e-20,3.902649867559738334e-02
2.097565743558192253e+00,1.921274722502964299e-03,-8.926705752635470063e-04,1.541211605476619395e+00,3.954121558898849642e+00,1.318144190535855062e-02,6.000000238418579102e-01,1.078646584564374883e-20,3.556608951169170502e-02
2.100565888438416629e+00,5.863737096670380844e-04,-8.915190117626276695e-04,1.544211402019142421e+00,3.954156505985839676e+00,1.184915425521980946e-02,6.000000238418579102e-01,1.078646584564374883e-20,3.556608951169170502e-02
2.103565870377897884e+00,9.847112802382554375e-04,-8.891681795658774347e-04,1.547211184352811575e+00,3.954192652161673482e+00,1.224887858651049766e-02,6.000000238418579102e-01,1.078646584564374883e-20,3.556608951169170502e-02
2.106565878589963248e+00,1.387048855177385603e-03,-8.856178644724083723e-04,1.550210951998323372e+00,3.954229997420575238e+00,1.264860291780118585e-02,6.000000238418579102e-01,1.078646584564374883e-20,3.556608951169170502e-02
2.109565817555578704e+00,1.789386369797401483e-03,-8.808683771718609466e-04,1.553210704476375881e+00,3.954268541756577715e+00,1.304832724909187405e-02,6.000000238418579102e-01,3.560798561625682800e-20,3.236971450093437119e-02
2.112565827671654795e+00,5.562114856210303993e-04,-8.797723423951605290e-04,1.556210501673395807e+00,3.954303432912368521e+00,1.181253911960851270e-02,6.000000238418579102e-01,3.560798561625682800e-20,3.236971450093437119e-02
2.115565824038641463e+00,9.274477494195607769e-04,-8.775186123215124876e-04,1.559210285979073962e+00,3.954339415344283903e+00,1.217632319763849169e-02,6.000000238418579102e-01,3.560798561625682800e-20,3.236971450093437119e-02
2.118565971827486294e+00,1.299071360159404637e-03,-8.741682248314998089e-04,1.562210056996423013e+00,3.954376489047562337e+00,1.254010727566847068e-02,6.000000238418579102e-01,3.560798561625682800e-20,3.236971450093437119e-02
2.121565942017920925e+00,1.670694506825928793e-03,-8.697264864211707311e-04,1.565209814328456073e+00,3.954414654017297526e+00,1.290389135369844793e-02,6.000000238418579102e-01,-1.139229948005565088e-20,2.940972115095764200e-02
2.124565980165559864e+00,5.312089705974114978e-04,-8.686420030767888056e-04,1.568209613010609127e+00,3.954449417502226893e+00,1.175334018417552133e-02,6.000000238418579102e-01,-1.139229948005565088e-20,2.940972115095764200e-02
2.127566024159655456e+00,8.747806846027567779e-04,-8.665384288846243515e-04,1.571209400039385917e+00,3.954485172436313700e+00,1.208384605470466146e-02,6.000000238418579102e-01,-1.139229948005565088e-20,2.940972115095764200e-02
2.130565771991654866e+00,1.218351108757818185e-03,-8.634433332863869666e-04,1.574209175087107893e+00,3.954521918815653958e+00,1.241435192523380332e-02,6.000000238418579102e-01,-1.139229948005565088e-20,2.940972115095764200e-02
2.133565864106013343e+00,1.563535963394434986e-03,-8.592898818249267243e-04,1.577208937826097390e+00,3.954559656636232212e+00,1.274485779576294345e-02,6.000000238418579102e-01,-1.322900849727217132e-20,2.666358778870732416e-02
2.136565870178957827e+00,5.075854396824428655e-04,-8.581631258761715769e-04,1.580208738843086769e+00,3.954594218267975414e+00,1.167061598694525693e-02,6.000000238418579102e-01,-1.322900849727217132e-20,2.666358778870732416e-02
2.139565834906917097e+00,8.255117370366202301e-04,-8.561374643749612061e-04,1.583208529369529716e+00,3.954629678744323584e+00,1.197025125127753990e-02,6.000000238418579102e-01,-1.322900849727217132e-20,2.666358778870732416e-02
2.142565839765939284e+00,1.143438279073216018e-03,-8.532128967945009669e-04,1.586208309136101002e+00,3.954666038062093492e+00,1.226988651560982461e-02,6.000000238418579102e-01,-1.322900849727217132e-20,2.666358778870732416e-02
2.145565846669982513e+00,1.466591099282398003e-03,-8.492457223046696261e-04,1.589208077873476732e+00,3.954703296218021080e+00,1.256952177994210759e-02,6.000000238418579102e-01,-8.740617141649165211e-22,2.411123332274834816e-02
2.148566023298664529e+00,4.842609531791903371e-04,-8.482530554360952603e-04,1.592207882080010517e+00,3.954737580072246406e+00,1.156367252813558615e-02,6.000000238418579102e-01,-8.740617141649165211e-22,2.411123332274834816e-02
2.151565991412341727e+00,7.787239834935386074e-04,-8.464475496937005601e-04,1.595207676887376191e+00,3.954772676708831813e+00,1.183461808734585612e-02,6.000000238418579102e-01,-8.740617141649165211e-22,2.411123332274834816e-02
2.154566062801906323e+00,1.076800503268445300e-03,-8.436296816363598062e-04,1.598207462075354357e+00,3.954808586125199810e+00,1.210556364655612435e-02,6.000000238418579102e-01,-8.740617141649165211e-22,2.411123332274834816e-02
2.157566052802233347e+00,1.376489316297177523e-03,-8.399098901137744743e-04,1.601207237423726282e+00,3.954845308318715169e+00,1.237650920576639432e-02,6.000000238418579102e-01,2.835133546134871074e-20,2.174276187567267607e-02
2.160566054156335625e+00,4.648543373202244922e-04,-8.389713008028109242e-04,1.604207045528690756e+00,3.954879249501297878e+00,1.143613086418912919e-02,6.000000238418579102e-01,2.835133546134871074e-20,2.174276187567267607e-02
2.163566148097920472e+00,7.399237005371577663e-04,-8.371895995546538728e-04,1.607206845251447636e+00,3.954913923610278381e+00,1.168045563182087444e-02,6.000000238418579102e-01,2.835133546134871074e-20,2.174276187567267607e-02
2.166566181265806357e+00,1.018219482318281563e-03,-8.344972409300475220e-04,1.610206636412924830e+00,3.954949330643587224e+00,1.192478039945261969e-02,6.000000238418579102e-01,2.835133546134871074e-20,2.174276187567267607e-02
2.169565986950446224e+00,1.296512688182359721e-03,-8.310719046653667740e-04,1.613206418834051359e+00,3.954985470599110542e+00,1.216910516708436668e-02,6.000000238418579102e-01,-2.847284979120284647e-21,1.953519126073303622e-02
2.172566137959195398e+00,4.462476401613652000e-04,-8.302311902726810340e-04,1.616206231637500546e+00,3.955018994074132710e+00,1.128448081990071628e-02,6.000000238418579102e-01,-2.847284979120284647e-21,1.953519126073303622e-02
2.175566131019423199e+00,7.049572739591496162e-04,-8.283312555991555236e-04,1.619206037009803145e+00,3.955053176049225350e+00,1.150399481171632612e-02,6.000000238418579102e-01,-2.847284979120284647e-21,1.953519126073303622e-02
